minute,perf_rapl,ipmi,x_rest
1188,100.1971875,242.1875,141.9903125
1189,99.67566666666667,246.23333333333332,146.55766666666668
1190,100.37916666666666,245.58333333333334,145.20416666666668
1191,101.87016949152543,248.64406779661016,146.77389830508474
1192,106.23616666666666,252.83333333333334,146.59716666666665
1193,107.509,254.81666666666666,147.30766666666668
1194,106.569,253.46666666666667,146.89766666666668
1195,112.81583333333333,261.1333333333333,148.3175
1196,118.08816666666667,267.55,149.46183333333332
1197,114.0035,262.5,148.49650000000003
1198,116.5505,265.25,148.6995
1199,121.18807692307692,269.65384615384613,148.46576923076924
