minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1290,1.467509699412711,5.700164897921492,1.014778136343031,1.0668486073344292
1291,0.9578263805633617,3.4202656574736467,2.002528307442326,1.399508013426391
1292,1.6796113881639407,4.466421412720014,1.8456491886173378,1.1638433028817363
1293,1.5547903110060814,6.762756014464043,2.0862489065329606,0.8589129517560016
1294,1.1942481822617999,4.105602166209121,1.9932024641673103,0.9271647672550497
1295,1.7846615272101043,5.11769742899377,1.5215512498823025,1.0677704487874442
1296,1.8301318631828796,5.90156542521002,3.4654082898889227,0.9999291220186469
1297,1.5132731324293607,5.707598396025273,2.527856379078058,0.8683987262264328
1298,1.3275022569599741,4.615315855546677,2.498097339863748,1.1098306587609215
1299,1.7531553756089189,5.74847875242391,2.771057458608171,1.2413945259290555
1300,1.6611204269240714,4.1927626598610725,3.605084692380847,1.2104944598277427
