minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1290,1.6761042154508718,6.0045756079157435,3.991333468442746,8.021957908796251
1291,2.1141885886897036,3.907087294105209,5.023810018000893,5.645257837460149
1292,1.7007348145073062,4.791193528170359,5.230049423024218,7.485349801270336
1293,1.3970148750970697,4.3635904317835905,5.768264968775704,9.70938286121804
1294,1.4289281208162166,3.70037407721446,5.855754569239214,6.3832099804221665
1295,1.5531952675160876,6.191005913983856,4.572491467228425,5.939183366432582
1296,1.5220453931106024,5.9136100867748524,6.705356634096312,7.570334899517686
1297,1.5468717716652214,5.43973231021822,4.194162168492876,8.127997501328435
1298,1.8021667265796004,4.7755304859521885,4.213957361518171,7.586235517625818
1299,1.6264493627260164,5.321669923524672,4.212367087845309,8.037821504610113
1300,1.5198579141509225,3.9725815487651563,5.208032125321149,7.88810054681663
1301,1.6004947685347999,4.408800436135325,6.065245659212118,6.011173641264486
1302,2.3549226863204447,7.876927376347788,3.771280707032249,6.001465998873026
1303,,,,551.0326913896154
