,0
0,1.0808590213409148
1,1.7803943746773692
2,2.0267569047128577
3,5.530806551368709
4,7.936298166898499
5,9.408353626844661
6,9.51661958723075
7,10.15952820880566
8,10.500058585273928
9,10.957314614311121
10,11.847446297788807
11,15.292167760615897
12,18.26481180148879
13,19.167346217052444
14,20.767111432633506
15,20.77978330213958
16,21.283882965895003
17,22.76998056137913
18,25.74298705586418
19,27.489131901378617
20,28.316335808906423
21,33.0821844359571
22,33.09200078062873
23,33.66746877074595
24,34.59426596743051
25,34.83994835343887
26,35.609378254807
27,38.857634167884356
28,40.0770332714076
29,41.19735779123263
30,44.11949448902816
31,46.388294319137415
32,51.14440121584416
33,54.93734216841894
34,56.55220782123948
35,57.81808596395369
36,57.99392432872861
37,58.07244007793199
38,58.59448430365468
39,59.7178566333511
40,60.24438723113179
41,63.05294442107255
42,63.05634638926351
43,65.5726339588849
