minute,perf_rapl,igpm,x_rest
1290,41.71945945945946,65.51576706344571,23.79630760398624
1291,45.69983333333334,72.1065965888406,26.40676325550727
1292,43.92166666666667,70.15733341437476,26.2356667477081
1293,41.49883333333333,67.49464835191108,25.99581501857775
1294,44.63283333333333,70.53043229520549,25.897598961872152
1295,42.131,67.76445070228698,25.633450702286975
1296,40.8675,65.92676233607224,25.05926233607224
1297,41.344,66.26810212642658,24.924102126426586
1298,44.96183333333333,71.76046509385043,26.798631760517093
1299,43.16616666666666,68.88084443152583,25.714677764859157
1300,47.904833333333336,75.24443095535403,27.339597622020687
1301,38.01318181818181,62.75475475985798,24.741572941676168
