minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1290,63.442245088182304,23.701593384930632,45.6894669737772,268.46417592365583
1291,55.7657233250621,48.059611517676046,17.746857582851426,125.3689090496733
1292,60.09548791206568,19.16705354985711,22.726646020686665,184.5887324849687
1293,72.48015518671674,16.875945199746166,0.43489086060139814,325.89387690850214
1294,70.14398549864258,42.29090482686967,7.3471121847588154,154.76492002533294
1295,65.5679600474381,11.018954543947443,15.996956085663763,222.35940137426275
1296,68.59414124312725,17.88067534314781,30.692592060543404,261.42937857934777
1297,69.89610252998311,6.246121418244125,5.91320491350617,228.40971792511647
1298,64.22863524383943,10.638650655598683,9.976247507924302,172.31111339428685
1299,64.22011978343643,4.77967616648221,3.6940981743968733,247.58567513808862
1300,64.3292090438349,15.623673031151068,20.000410458008094,152.9274943713465
