minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1290,74.29839101793017,49.29298373692376,75.78607913974457,380.9009873984533
1291,66.28424363019025,66.90412480689793,52.21708054179173,188.55465785627706
1292,71.96167733507644,41.96421188264665,55.96041953561765,276.81479500669565
1293,79.307799922217,46.277167627982585,50.21939859718534,470.5477127646735
1294,77.6635352512851,58.73501754412064,52.43960724287947,246.37386302896883
1295,74.2761827979391,38.3344034315107,63.69381618503982,331.76044744022175
1296,75.91055832362215,36.76326215279768,17.310869169654094,397.89237522145095
1297,79.07927671409259,47.71171504537228,39.68207225111418,381.52812304136
1298,73.26290400373132,54.13067555200598,40.39216147614352,289.37644644235746
1299,70.09337924934941,39.423038785858,33.87897945479856,384.97704146904874
1300,70.8377973523456,42.603132002006134,13.97800927165432,253.7272586254092
