,0
0,13.97800927165432
1,17.310869169654094
2,33.87897945479856
3,36.76326215279768
4,38.3344034315107
5,39.423038785858
6,39.68207225111418
7,40.39216147614352
8,41.96421188264665
9,42.603132002006134
10,46.277167627982585
11,47.71171504537228
12,49.29298373692376
13,50.21939859718534
14,52.21708054179173
15,52.43960724287947
16,54.13067555200598
17,55.96041953561765
18,58.73501754412064
19,63.69381618503982
20,66.28424363019025
21,66.90412480689793
22,70.09337924934941
23,70.8377973523456
24,71.96167733507644
25,73.26290400373132
26,74.2761827979391
27,74.29839101793017
28,75.78607913974457
29,75.91055832362215
30,77.6635352512851
31,79.07927671409259
32,79.307799922217
33,188.55465785627706
34,246.37386302896883
35,253.7272586254092
36,276.81479500669565
37,289.37644644235746
38,331.76044744022175
39,380.9009873984533
40,381.52812304136
41,384.97704146904874
42,397.89237522145095
43,470.5477127646735
