minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1290,57.81808596395369,28.316335808906423,21.283882965895003,33.09200078062873
1291,51.14440121584416,18.26481180148879,10.500058585273928,15.292167760615897
1292,54.93734216841894,11.847446297788807,5.530806551368709,46.388294319137415
1293,65.5726339588849,20.767111432633506,41.19735779123263,63.05294442107255
1294,58.59448430365468,25.74298705586418,1.0808590213409148,1.7803943746773692
1295,57.99392432872861,34.83994835343887,9.51661958723075,7.936298166898499
1296,59.7178566333511,10.957314614311121,9.408353626844661,27.489131901378617
1297,60.24438723113179,10.15952820880566,58.07244007793199,22.76998056137913
1298,38.857634167884356,40.0770332714076,35.609378254807,2.0267569047128577
1299,63.05634638926351,44.11949448902816,34.59426596743051,19.167346217052444
1300,56.55220782123948,33.0821844359571,33.66746877074595,20.77978330213958
1301,1000.0,1000.0,1000.0,1000.0
