,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
0,90.03059799999996,86.89672800000004,74.19008900000001,49.68647199999999,0.0
1,38.314604,45.59044,36.248951000000005,22.853843,0.0
2,41.552751000000015,57.04072899999999,41.996716,44.86996100000001,0.0
3,44.87143000000001,35.237029,36.12562100000001,28.382217999999998,0.0
4,46.83752500000001,39.947525,48.78777300000001,58.43438000000001,0.0
5,73.040936,49.022099000000004,61.24851800000001,55.06518,0.0
6,44.358124000000004,43.347707,47.39668600000001,46.69348499999999,0.0
7,33.140164000000006,40.93701800000001,29.605380000000004,25.091426000000006,0.0
8,47.30572200000001,35.64353200000001,35.432762,22.522012,0.0
9,51.043469999999985,34.365409,38.640817,45.00166399999999,0.0
10,41.590167,43.77550900000001,27.571314999999995,38.44480900000001,0.0
11,42.95813599999999,48.943853000000004,54.78389000000001,42.275059,0.0
12,55.650139,59.283738,38.520056,51.74559,0.0
13,29.670971000000005,27.941492,29.872981999999993,25.876154,0.0
