minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1239,,2.0122124898011826,6.786942918803389,17.033876979128763,205.46724836129528
1240,,2.6241208660204083,20.61452571237761,18.262198463760573,576.5733008138101
1241,,2.3963907664550472,12.9261811103385,16.816109898469435,340.11782739814817
1242,,1.2490974284983891,10.106728578890385,12.062785414889325,185.81897618881553
1243,,1.3248919557460912,14.353089292879243,15.516708826943326,155.48654581141335
1244,,2.2630535371870204,17.270057774429894,12.191711753553065,657.4521643048364
1245,,4.000496824134643,13.077058744626187,14.287322779588415,782.7844859568401
1246,,1.6770791976119304,11.565602914469519,17.242232893098997,356.8369097027185
1247,,2.411802695146897,19.47064437297299,17.538582056774676,326.59133796088514
1248,,1.0256087505463054,10.713431295636802,15.532809326471142,129.33466012533765
1249,,2.1408973202941928,35.848274862729824,13.176370823238178,369.84026383523667
1250,,2.3938179098450796,12.123712245813751,20.147900355747645,381.8224596202603
1251,,1.7460682370482388,13.165855211312296,24.473341844241205,434.18570214567757
1252,,1.4091503407549928,14.324931867453595,14.359702148837018,165.25842768317136
1253,,2.423029217981973,7.365937200510968,17.46466054080276,247.59171206638217
1254,,2.636126106783075,14.047469656279938,12.660766105280857,233.80189781287572
1255,,1.72324838700175,10.318620700694503,32.44288265541035,320.09748693145593
1256,,2.910384974189312,41.77827076102528,27.15198811145994,690.7609751144967
1257,,2.2199392113193577,13.268555528687166,18.24257161441117,375.9491261228107
1258,,1.691066519113378,30.02935333328188,23.139226137535715,206.14007581021315
1259,,1.0433858060017485,89.72730136642501,8.874253154025553,116.63284346101737
1260,,1.166577364699285,,10.741521947417532,183.2233013948126
1261,,1.1626754485708277,,19.752226730486452,67.06569897133602
