minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1,cp
1239,35.03881223236725,189.445741580337,10.487427175941951,9.556588506674847,
1240,97.64051212651873,487.7286782488407,12.547594484103463,9.399915732361688,
1241,62.60563518282563,294.1979548195691,11.717116978568702,8.850808153624365,
1242,43.670578154192,143.3954810766094,5.4487212667492715,5.664220374839602,
1243,67.07986471875107,129.77967151196808,6.250966814036538,7.8806239240145395,
1244,91.21967853982737,620.1917287113265,12.067283444250156,6.9979950979249415,
1245,61.5443892937211,657.9420825305414,19.006942481494654,7.307073049298486,
1246,61.25133715795601,337.50804531746326,8.96645570290462,9.923274480941998,
1247,77.84656879292439,233.20125109532975,9.73466174211144,7.620225623293509,
1248,55.92458654141391,120.57469798297556,5.404752976393831,8.811267881859342,
1249,151.10860044406888,278.42111997000023,9.110384353096904,6.035745674583235,
1250,51.13566801522895,287.61852072844783,10.192937573835914,9.234902378960236,
1251,61.10974320321179,359.9183302976769,8.181680852841229,12.344368032826383,
1252,56.92231844571295,117.27911915867854,5.65284769209321,6.200827473598967,
1253,31.874880216525728,191.34790689269377,10.585201733137753,8.212869063036678,
1254,57.46688291670255,170.81839383224818,10.88693573171569,5.628513665426884,
1255,46.5976463604255,258.16160979813367,7.8561569603140455,15.921206269064356,
1256,186.8615707304226,551.7780148314491,13.141347908975526,13.197308549933464,
1257,58.551182171442036,296.2839766048697,9.88947057762838,8.74807066172831,
1258,114.94555207023534,140.92098996465995,6.534717542108079,9.62518801603572,
1259,353.28638801196945,82.01442144768298,4.147316327011951,3.797067457662312,
1260,,134.5801608918128,4.843583149108899,4.800796491681011,
1261,,61.73738975067422,6.050053085847075,11.063970463800828,
