minute,perf_rapl,igpm,x_rest
1239,59.4564,89.01301696886593,29.556616968865914
1240,58.35116666666667,88.72880784688262,30.37764118021596
1241,59.85066666666667,88.99754897525848,29.146882308591817
1242,59.90783333333333,91.38809294450252,31.480259611169192
1243,59.530833333333334,90.30415350287556,30.773320169542234
1244,59.50233333333333,90.29768905976107,30.79535572642773
1245,59.63,91.51738866298585,31.88738866298585
1246,61.123666666666665,91.00722638455717,29.8835597178905
1247,60.30683333333333,90.6299580521791,30.32312471884578
1248,61.11066666666667,91.88569633064077,30.775029663974102
1249,61.41593220338983,92.68176151721997,31.265829313830128
1250,59.712,90.21850155684085,30.50650155684085
1251,60.63466666666667,92.30842210322761,31.67375543656094
1252,61.60016666666666,93.27643794599382,31.676271279327157
1253,61.919666666666664,93.72497740276941,31.805310736102744
1254,62.60216666666667,94.04618503145943,31.44401836479277
1255,61.85016666666666,93.03889193192087,31.1887252652542
1256,61.24216666666667,92.6171064486297,31.37493978196302
1257,62.58016666666666,94.05641708533474,31.476250418668084
1258,61.8135,94.81276342403171,32.9992634240317
1259,64.2925,96.42599094728605,32.13349094728606
1260,64.27316666666667,97.46604811674666,33.19288145008001
1261,62.612545454545455,92.4893874822349,29.876842027689438
