minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1239,,3.8406134432426215,6.270938089742685,9.192594853486376,6.559860550442443
1240,,6.796529847336724,12.536072380123896,11.495307438763353,9.747227947544063
1241,,8.282423303294603,5.51624373878319,8.446064300067212,14.946386074551421
1242,,5.406775113050111,5.216411683121695,5.249795018950204,4.1702987347865434
1243,,6.929922703064466,6.57069607259782,5.367398603658188,5.912902613469969
1244,,5.451665783393301,4.640145549758138,6.3626476821012385,7.196929658453521
1245,,11.9676313649285,4.606965897338726,1.3141317478457197,8.792644831656522
1246,,3.8765527489440914,5.011379625252951,4.773383485949998,6.427677212834246
1247,,4.8227083853784025,5.762651506896924,8.402684140905134,2.820454883060257
1248,,2.1375612565660833,1.826763756656064,2.6819863319272885,1.2894738033893385
1249,,2.7916835492186776,1.2544211067823359,-1.2265483475501333,0.6599072360366428
1250,,3.7642722388031724,2.7264589651009867,8.537715303361715,2.936593863980856
1251,,5.129362559006407,5.999105938954942,11.963414510874697,7.958589206167208
1252,,3.9446765625445144,9.060086709332056,17.809873860995367,3.8975098812594404
1253,,4.045124909183836,5.1297102693118735,7.8853106526867665,6.806514637354324
1254,,6.5742152495822275,8.25512666426478,11.480171799159812,5.62802326979696
1255,,4.699976135374758,9.782168658061575,12.561296362563766,6.8336398959700855
1256,,6.721126994799884,9.013211750430177,12.605404788790077,5.514874619798771
1257,,6.652587890819094,9.36451089910632,8.445444276965599,7.743965424509631
1258,,5.08672297551626,7.80011677339018,7.911747943794684,7.02586938906817
1259,,7.591140026821022,45.757233723004816,10.492409664670811,5.097816352205201
1260,,6.168554251307382,,5.511353765782458,6.160821787367502
1261,,9.217394525570782,,41.338220982995,4.655469043227826
