minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1165,19.682133406766145,76.7124117878007,49.476704665624204,9.999367768552538,0.0
1167,19.505590509595454,73.67287300350398,50.45218478762223,10.957125476898671,0.0
1168,20.32136841128806,76.25330347193237,50.68613475188144,10.683991909051395,0.0
1169,19.607944323258533,74.44536366265027,48.16314675769769,10.619248434278937,0.0
1170,20.140555844452233,83.5086624401599,52.14399738170753,11.018876892479918,0.0
1171,18.01836179160305,65.5291423938696,46.230104439152974,10.093036882060712,0.0
1172,20.816010573828706,73.42311743546841,51.87942087467262,11.027543986879584,0.0
1173,18.82465639572871,72.62968983015091,48.818506457879835,9.650206394227416,0.0
1174,19.493851094447862,71.68782172739718,48.497765417809106,9.98694601650737,0.0
1175,19.10091819472781,75.25875894347844,48.342066129066325,10.289533256182049,0.0
1176,19.674955657234023,80.26354497418978,49.77646418349063,10.573031769953827,0.0
1177,19.39238934053238,77.85934669362193,49.68533084797726,9.907984956013014,0.0
1178,,,,,
