,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
0,258.487316,412.3034470000002,313.783661,128.12611199999995,0.0
1,114.46689700000002,227.808738,144.50064400000005,73.52605499999999,0.0
2,117.41477900000001,192.74219499999998,171.10419900000005,72.19277399999999,0.0
3,137.83212099999997,204.88628700000004,163.769077,83.352805,0.0
4,89.51990400000001,168.659127,167.454529,63.79461800000001,0.0
5,109.25895499999999,260.266207,181.940553,75.53841799999998,0.0
6,126.49336800000003,170.724463,146.98758000000004,68.71354399999998,0.0
7,138.52411899999998,292.082976,132.85438,61.555792000000025,0.0
8,142.212479,199.79639,193.77199299999998,64.76265499999998,0.0
9,148.13352,213.602023,179.169054,72.932468,0.0
10,127.84164699999998,228.64395599999997,153.39969499999998,74.588901,0.0
11,151.33198900000002,246.548371,152.14747499999996,63.010775,0.0
12,132.290787,186.20891500000005,137.852558,52.629472000000014,0.0
