minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1165,15.938811136937042,44.06249948013756,25.988446208536292,7.873690119782158,0.0
1167,15.05505791533886,40.33208493236519,25.258008246454033,8.22322145932456,0.0
1168,16.096364320632222,42.84037323006647,26.04112922898217,8.22868462426103,0.0
1169,15.515300041270523,41.781642441687964,24.719447662206527,8.17041127140326,0.0
1170,15.58965599422239,45.84757254708876,26.179731990967007,8.293243829500843,0.0
1171,14.727064652472908,37.98875962522373,24.508772476428536,8.021300272135889,0.0
1172,15.884809688732739,39.74084298476261,25.67884174042732,8.182487271504357,0.0
1173,14.784644791490619,40.45924417479428,24.86933203212772,7.369575328443055,0.0
1174,15.870207535000569,41.39520950362304,25.609581725269845,7.905688303622955,0.0
1175,15.456493381055477,43.19500402738816,25.373345365058135,8.096073201427801,0.0
1176,15.522233076280145,44.913666944285424,25.471837586820445,8.110768367482217,0.0
1177,15.242965528856972,43.40788639268778,25.331571132348177,7.57260855070791,0.0
1178,,,,,
