timestamp,sensor,target,power,socket,INSTRUCTIONS_RETIRED,LLC_MISSES,cpu-cycles,formula,predict,ratio,scope,time_enabled,time_running
1677612668184,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,0.0,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056276788813382994,0.0,cpu,0,0
1677612669186,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,0.0004974628906285459,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056751755003260185,0.0003997509670630929,cpu,0,0
1677612670186,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,0.0005030903362135768,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056758635062678885,0.0003774928770035699,cpu,0,0
1677612671188,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,0.0004737184844579689,0,1206928,1206928,1206928,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056726361326845144,0.00042905736992009737,cpu,469696,469696
1677612672188,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,0.0002952490729807361,0,152414,152414,152414,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056549860075307275,0.00039408451555397706,cpu,539970,539970
1677612673189,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,0.12745117132531222,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.17071298274289587,0.23126723592843493,cpu,539970,539970
1677612674190,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,0.2051955578402755,0,7652400,7652400,7652400,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.24822180384408846,0.23545307202067944,cpu,2426950,2426950
1677612675191,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,0.17679671571611308,0,4086023,4086023,4086023,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.2255973867152222,0.1328454940644376,cpu,3442167,3442167
1677612676192,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,3.080787404761446e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056306037997000305,2.7696861586617623e-05,cpu,3442167,3442167
1677612677193,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,2.1110666631280457e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05629627787886535,2.8814741976565023e-05,cpu,3442167,3442167
1677612678193,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,1.1959832644637389e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05628685768192425,3.360113722289948e-05,cpu,3442167,3442167
1677612679194,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,1.0635461895019502e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05628648776354176,1.664117224880107e-05,cpu,3442167,3442167
1677612680195,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,1.641692533626097e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.0562921422101267,1.8898174806750795e-05,cpu,3442167,3442167
1677612681196,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,1.3596843436201821e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05628948377383223,1.6025843087065428e-05,cpu,3442167,3442167
1677612682197,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,1.3248611661526891e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05628919948122761,1.4889687819400156e-05,cpu,3442167,3442167
1677612683198,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,0.00026343021695585074,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05649707300378971,0.0007666753462463199,cpu,3442167,3442167
1677612684198,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,1.1411675487102538e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05628646344657195,3.086605214645114e-05,cpu,3442167,3442167
1677612685199,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,1.3114306486022534e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056287866366731935,3.6191708518324305e-05,cpu,3442167,3442167
1677612686200,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,1.1858296249859461e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05628677261947386,3.330840651213376e-05,cpu,3442167,3442167
1677612687201,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,9.526200898273321e-06,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056285300034481435,1.8035496005256655e-05,cpu,3442167,3442167
1677612688202,sensor,/video_processing-0-0.0.1-58BC8CB5-B1D8-EDBC-E208-CB9BB1B3184E,2.1074208445520293e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05629661399759868,2.219430525747768e-05,cpu,3442167,3442167
