minutes,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1
1170,26.459921194179774,15.418449724966877,13.824454299320498,27.343656411595045
1171,30.66257596245774,20.233752804280105,16.203201160527563,28.78262554940869
1172,24.116248074621836,25.785667618921643,18.76894657408417,23.321541746785705
1173,27.25635126287935,20.953503511125707,13.622476875929477,26.237511605486517
1174,29.53856240285593,30.520559581521248,12.589900080982606,24.061185191600984
1175,34.15624777460187,25.95366764643163,12.012542424809618,26.015731082549927
1176,27.356905233090217,30.287771833320964,16.727446753826236,21.586884846430127
1177,28.26630258591175,39.7544009864407,13.533358801575783,21.568656418739977
1178,28.21431691897966,27.44028245663144,7.95683754080977,21.88290502691202
1179,40.454740725466856,25.088953906768996,13.272530306311772,23.36152708957263
1180,36.58023760934332,26.835425498450864,13.804479738091366,23.89235684317042
1181,63.395379227977294,11.199587213829744,7.004193864908864,18.14694876665681
