minutes,video_processing-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1203,27.815155534341557,7.5676923009760255,3.253636329246981
1204,22.656875581036463,6.306041184636643,4.970012970861584
1205,23.147849032540453,5.899328216436164,9.377718321137388
1206,27.15935513573252,8.448803071643074,11.744126113682572
