,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
0,88.79023799999999,85.90527100000001,72.73358199999998,48.71409499999999,0.0
1,37.405386,45.778247,37.145590000000006,26.338223000000003,0.0
2,40.69817800000001,56.896315,38.689243999999995,35.059273999999995,0.0
3,43.68438699999999,35.169103000000014,35.738974,19.051473999999995,0.0
4,46.69560099999998,39.108587,45.24889999999999,47.54837199999999,0.0
5,65.254335,45.569694,51.69705500000001,43.789857000000005,0.0
6,41.87862500000001,41.32220100000001,46.369254,46.3441,0.0
7,32.832095,40.897999000000006,28.223710000000004,27.257838,0.0
8,46.50032,35.378331,35.70831799999999,24.407,0.0
9,50.78076900000001,34.496323999999994,38.73070399999999,36.86232700000001,0.0
10,42.117011,42.274049,27.059717999999997,32.66116099999999,0.0
11,44.293493,49.23208399999999,56.53149,43.80426500000001,0.0
12,56.975176,57.29259099999999,38.883973999999995,53.22490499999999,0.0
13,30.077626999999996,27.474059999999994,27.013218999999996,39.283784999999995,0.0
