minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1120,8.739958985196532,6.377860305334127,5.148563289905346,14.659245063902006,
1122,16.81267155584625,10.70119515936622,6.981326969686936,25.37467895093443,
1123,16.42305156219584,9.067615995191176,6.327103850524572,17.069939305366862,
1124,14.853705310928957,13.002037929756575,6.354617048902788,61.361097303634196,
1125,17.427680957899017,13.644479502883625,5.7720478166770155,38.55766971623877,
1126,10.692181801163288,10.668913315984867,4.5081665107491835,15.85984582790713,
1127,16.50576588697554,11.663961248029587,5.884164541743662,53.460792774620025,
1128,22.349215504937774,12.099196264633976,8.378350753430482,19.372097267206698,
1129,15.943121166154166,14.9368795137955,7.51275084031794,43.079805843269405,
1130,13.419964092535153,12.608188535534408,6.622652988967724,32.45172139591704,
1131,14.767664161539873,11.217758810603543,8.162991452463551,29.9046859164038,
1132,15.741479968900375,9.845140147370726,5.013524776450216,46.29944742608624,
1133,11.92957885854416,8.415634371366796,6.408526466966076,24.884813646879852,
1134,24.208111540237137,16.036466584431476,8.43289497759864,41.033291843282754,
