minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1120,5.566273781619002,,1.5755565363890605,4.738117829473575,3.987065958526473
1122,9.213269129182796,,2.0428955271419342,8.715522612088112,6.396920376929133
1123,6.86150805699881,,2.0496869737555925,9.425078168550042,6.000758925949734
1124,29.300458420698526,,2.4454886915635985,10.126505547587852,10.221583614926951
1125,17.11723480879706,,2.065131575732343,11.04602276393397,9.972527941403232
1126,7.206742994449224,,1.6509541008088233,6.936652068848192,7.981522073752991
1127,18.474628326064728,,1.6387779108573735,8.143657495635477,6.636083509440696
1128,8.546416456549577,,2.9789343067889593,14.077100060654164,8.787986709983727
1129,16.707196461057524,,2.348139020184643,8.827682252927476,9.537074589366995
1130,13.128350360222983,,2.1592324415840864,7.75117026733689,8.397510839456647
1131,14.0296535828495,,3.0863986579568476,9.89151953806446,8.66441527929825
1132,18.214398518934356,,1.5895608932654162,8.841543567887346,6.376559090171583
1133,8.668959278756153,,1.7992260479176534,5.933366648544827,4.826639780816154
1134,17.934906865523725,,2.9705333729386245,15.10661572829454,11.5397635318863
