,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
0,89.34333899999996,87.71835300000001,72.84207000000002,35.36234900000001,0.0
1,37.50643,45.337483999999996,34.363576,21.620293999999998,0.0
2,40.49757399999999,55.11140799999999,37.99345400000001,41.223329,0.0
3,44.46729200000001,35.79079899999999,36.06305899999999,15.180692,0.0
4,43.761387000000006,36.42555800000001,41.80040999999999,20.809555999999997,0.0
5,66.416787,47.06508499999999,51.54387200000001,35.80759499999999,0.0
6,40.21785500000001,40.941466999999996,42.35933099999999,15.595498,0.0
7,34.603149,41.51430599999999,30.691557000000003,52.598592999999994,0.0
8,46.585668,34.17662,34.570846999999986,27.647769,0.0
9,49.89089199999999,34.554545,37.617138000000004,37.702647,0.0
10,42.539557,40.988291,28.148334000000006,40.07539799999999,0.0
11,42.13289899999999,46.62522900000001,52.33224300000001,26.400251,0.0
12,55.50209099999999,57.59144800000001,39.536114,52.30499699999999,0.0
13,30.225012000000007,26.835954,40.077882,36.88888099999999,0.0
