minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1149,44.18047576159896,37.713172460520454,22.963549416086515,39.49553825824175,0.0
1151,46.00581663433411,37.78056143047145,23.965240467189716,56.26787829391078,0.0
1152,42.45689565516608,35.142784799403316,22.825579065052153,70.43741797720246,0.0
1153,42.46821574952512,36.622547001821154,22.41654578787208,66.91758370079577,0.0
1154,43.64848824513686,36.041061714850905,23.554104468872772,90.84452759522966,0.0
1155,39.33708537634457,33.02675062694598,20.085210563544127,69.96214814422817,0.0
1156,42.97720647052903,34.22656930271184,22.17206537196794,94.7400289038607,0.0
1157,40.60826573314703,33.77721894395556,21.78721239856165,81.72983950122358,0.0
1158,36.88166040489383,33.12494734445208,20.552452459704092,65.29644935629133,0.0
1159,36.357688764648486,32.35391943618085,19.734701114601048,95.15588227855035,0.0
1160,36.95661409421237,33.01562005369675,20.40467275533144,75.29649200187022,0.0
1161,,,,,
