minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1035,14.793021013454176,5.9614225557749805,16.880156113078286,11.346599974530951
1036,16.838573624683967,7.234172800171367,16.348812477498154,13.882116054243287
1037,13.52374417700124,6.111190428599138,14.274873363991496,14.366938409377273
1038,12.932052844547155,7.300305164129402,20.33878721855147,15.932682457795769
1039,14.026058377089933,10.463876854169959,22.957075671330653,19.735595756355025
1040,13.197391660105163,9.587906214682821,23.833903762178075,21.950911628243585
1041,13.324952901451075,8.903884312126927,25.6129957763882,19.5270922455352
1042,14.829125833207728,9.599274966475225,29.686804135594702,21.515355202704168
1043,17.184517362662042,12.046604729289395,36.161917652638465,19.039689434499248
1044,17.77411355761663,9.091543896485865,36.6601399538217,20.283070333649015
1045,16.41516102863623,9.093861802686103,38.659040081326815,20.10836598874888
1046,14.424689790925235,9.1444700388276,28.883092371408996,21.380904371691344
