minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1035,1.4802755333333333,0.9581174166666667,2.0445329833333337,1.3152116000000005
1036,2.132002933333333,1.539805833333333,2.5019447500000003,1.2363965
1037,1.5388058999999996,1.0072232499999998,2.239356633333333,1.6217429166666666
1038,1.2522240499999997,0.8930952666666665,3.213858583333334,1.0258926166666664
1039,1.9083642166666661,1.2963281500000003,4.715809949999999,1.4437871000000007
1040,2.056847383333333,1.2767870333333333,3.919878599999999,2.5471833666666654
1041,1.5385469333333337,0.8190733499999999,4.421981633333332,1.7335461333333335
1042,2.2049928666666663,0.9307532666666667,5.587610100000001,2.4495512833333337
1043,1.6598969833333332,1.69359325,5.099797683333332,1.8939260833333331
1044,2.0290802500000003,1.2414710999999994,6.822522399999999,1.8386388499999997
1045,1.7555304166666672,1.56559065,7.067497800000001,1.550453716666667
1046,0.7791754333333334,0.5766164333333335,1.6235623833333332,0.7038921833333333
