minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1035,2.3833333333333333,1.8333333333333333,2.8833333333333333,2.066666666666667
1036,3.1333333333333333,2.7,3.433333333333333,1.9333333333333333
1037,2.4166666666666665,2.066666666666667,3.0833333333333335,2.533333333333333
1038,1.95,1.9,4.016666666666667,1.7
1039,2.75,2.283333333333333,5.683333333333334,2.1166666666666667
1040,2.966666666666667,2.433333333333333,4.716666666666667,3.6333333333333333
1041,2.35,1.6333333333333333,5.166666666666667,2.566666666666667
1042,3.216666666666667,1.6833333333333333,6.433333333333334,3.3666666666666667
1043,2.3666666666666667,2.783333333333333,5.666666666666667,2.7666666666666666
1044,2.816666666666667,2.05,7.7,2.6
1045,2.433333333333333,2.5,7.816666666666666,2.2333333333333334
1046,1.1,0.9666666666666667,1.8666666666666667,0.9333333333333333
