minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1035,4.1572441390798875,1.4902168938311395,4.548429791043997,6.029203557281386
1036,4.461215214461323,2.2510960334605112,4.418206385136725,5.2715081739384235
1037,3.845054391598665,2.7059551776644084,4.151858691524477,4.298552127286234
1038,4.347351958546339,2.9873713586456327,5.867748931252792,4.060128133467448
1039,4.905722976437153,4.902333283344985,6.956201259138496,3.993808052681232
1040,4.0980076334314886,4.131692972934031,6.501597417911718,4.160473509715398
1041,4.181017709980891,3.9330841337765174,7.378829056996049,3.556619066756461
1042,4.277565790556947,4.087979351879308,8.390728894529522,3.840844172797859
1043,4.3622017981485595,6.073477694977544,10.099719585982767,3.086600653196251
1044,4.194361750656961,4.243052973049864,10.557024258467695,3.1716191183814164
1045,3.574194778475436,4.667860944393178,11.092763494973,3.0059187394780613
1046,3.3964982244233823,4.043333966870398,7.8726133534539215,2.9425579548336587
