minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1035,16.391422148698876,7.852328550200192,17.032152570468316,21.27421951789619
1036,18.43442261829491,10.008601587283811,16.609741845513447,21.876613506948093
1037,16.04318313504957,8.555872011165645,16.321252738684688,20.111547696249364
1038,16.138183273829352,9.859469468780043,23.502788472650384,19.83553457051087
1039,18.58006783936437,14.154543948347582,27.93549856106077,22.63111997140883
1040,16.76798036240438,12.561380246682297,28.423394574767002,24.730779170016753
1041,16.46857916411559,11.745227185966366,31.468085466772244,21.39008142288921
1042,17.67698377565658,12.391302134622668,37.31674722495985,22.831860190869957
1043,19.85791643778354,16.66096707463525,45.87528599589428,19.425737789237964
1044,20.028370138734886,12.459736677031703,47.502414841073815,19.66050553823867
1045,16.710111819519586,12.452885186925641,52.086022818056655,18.83463464075415
1046,14.36556680565895,12.508052424635197,38.28163501931224,20.21306512679731
