minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1035,20.731947391927367,11.447057683242154,27.24897434492728,15.119657036152704
1036,23.870260221367047,14.277102477144863,26.139108995381275,18.048726722150892
1037,18.839421460683052,12.515490217126445,23.354831630213074,18.711366125884958
1038,19.888708834217592,14.395161812798628,33.39065689775819,18.95712516572992
1039,21.534978199203117,20.91684016003017,38.149176829613936,23.911299765953522
1040,20.00417347222645,18.489857102161736,39.02517067144368,26.88470086886192
1041,20.3567646053272,16.86340868100981,43.55663633783643,22.70441655899272
1042,22.22605786524574,17.77687155666417,51.129887034614754,25.030030846166422
1043,25.467635302733736,23.516100487948997,62.43793672802739,22.052444515178472
1044,25.860739623802008,17.47435359870146,64.17261261397954,22.93639966110101
1045,22.00527901780039,17.32950939405637,69.61252520848491,22.4329485925367
1046,18.928416574873225,17.339553918069566,51.042842931320024,24.702547553245168
