minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1140,2.15,1.9,1.8666666666666667,1.5166666666666666
1141,2.783333333333333,1.7166666666666666,2.3,1.0333333333333334
1142,2.0833333333333335,2.5166666666666666,1.9166666666666667,1.2
1143,1.75,1.4833333333333334,1.6666666666666667,1.1333333333333333
1144,2.35,1.9166666666666667,2.033333333333333,1.65
1145,2.183333333333333,2.65,1.6666666666666667,0.8833333333333333
1146,2.0833333333333335,2.05,1.4833333333333334,1.4
1147,2.3666666666666667,2.2666666666666666,1.1833333333333333,1.2333333333333334
1148,1.6,2.1,1.7666666666666666,1.3833333333333333
1149,1.9833333333333334,1.8166666666666667,1.55,1.3833333333333333
1150,1.7666666666666666,1.5833333333333333,1.8,1.1
