minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1140,4.929478007469802,3.330260796404059,0.9534131586114855,18.73892432993772
1141,4.51594534090346,4.6454684995660545,1.0673455763551623,17.80672243372081
1142,4.259942304012714,4.205707608126831,1.9587239227293796,13.26895008231789
1143,4.34248731678139,3.4897756611344497,2.0777981362028735,8.65380962296789
1144,5.6227234571065425,3.4530709651254585,2.6621933841255374,11.248510170363364
1145,4.606741456111928,3.5274999681760066,2.702105156552695,8.709515122993611
1146,5.091362649799129,3.6662167757643904,2.7886020359554147,9.949223288831018
1147,4.465402088069309,3.0767376797828065,3.4720617622691625,10.053570892969931
1148,4.789969736836742,3.760474819703549,3.1381803663514933,10.853793275804787
1149,5.242091220187478,3.362626549448474,2.813176220380141,12.254222985406084
1150,4.457707146072318,3.847368400555121,3.4858131950913283,11.732659809925106
