,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
0,81.22424700000003,68.42653600000001,47.773348999999996,63.53222299999998
1,106.17327599999999,59.58745399999999,67.45006100000002,43.702659
2,77.896271,88.308805,50.52192400000001,48.39367100000001
3,63.58705099999999,52.48513599999999,39.519099,44.031411000000006
4,86.58338200000001,67.76276699999998,56.28219500000002,70.20370500000001
5,79.91672500000001,95.306224,43.141955,35.33188700000001
6,73.97377499999999,74.48985399999998,36.538394000000004,62.263358
7,87.11216500000003,80.35017100000002,30.171742,60.64104900000001
8,61.37641199999998,75.366355,44.89816400000001,63.386386999999985
9,72.41503099999998,63.605251,38.22350800000001,68.054904
10,61.97513999999999,53.85558500000001,43.965495,52.74535699999999
