minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1140,6.441757135889184,5.806014922724887,2.3403765331334383,25.90830025722082
1141,6.747293173281604,6.985841151368637,2.3642957919029057,25.635817331204652
1142,5.809391257726762,6.21372797225529,3.1442061940947834,19.72211829131912
1143,6.598905964311932,5.043957780407441,3.3687805677729377,12.763125340331884
1144,9.140400814068649,5.312007340961188,4.091610079756445,16.743860669193385
1145,7.67418692836361,5.14751316510407,4.56516197900827,12.777347484340542
1146,8.784714624206645,5.417133535096942,4.889626378619254,14.763612598897888
1147,8.130459794299597,4.7573353705409325,6.215911127838845,14.659569030641489
1148,9.26124954624942,5.572015768865329,5.508100151014021,18.272279276790808
1149,9.865910128404977,5.186891849069877,5.232293819391527,17.756981477825246
1150,8.989389502146054,6.397152144990569,5.824578454911229,18.913543731833073
