minutes,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1167,-0.459077976888517,-0.20040110820100288,3.0119745538871054
1168,-1.6058908274974124,-0.6228591286399818,3.3964131991122364
1169,-1.3130354019280248,-0.866979059784905,6.803826081956665
