timestamp,sensor,target,power,socket,formula,predict,ratio,scope
1677612592069,sensor,rapl,0.01870471052825451,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612593070,sensor,rapl,0.01172573585063219,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612594070,sensor,rapl,0.005880343960598111,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612595071,sensor,rapl,0.007106606848537922,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612596071,sensor,rapl,0.020198846701532602,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612597072,sensor,rapl,0.03224572795443237,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612598072,sensor,rapl,0.032113972352817655,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612599072,sensor,rapl,0.04082003468647599,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612600073,sensor,rapl,0.10922237602062523,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612601073,sensor,rapl,0.12459053192287683,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612602074,sensor,rapl,0.192169081652537,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612603074,sensor,rapl,0.06502746883779764,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612604074,sensor,rapl,0.01538896793499589,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612605075,sensor,rapl,0.009878265671432018,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612606075,sensor,rapl,0.019338745158165693,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612607076,sensor,rapl,0.06292956345714629,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612608076,sensor,rapl,0.08022135845385492,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612609076,sensor,rapl,0.0075002252124249935,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612610077,sensor,rapl,0.04254363989457488,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612611077,sensor,rapl,0.03178047342225909,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612612078,sensor,rapl,0.01645782496780157,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612613078,sensor,rapl,0.03696159552782774,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612614078,sensor,rapl,0.1582437704782933,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612615079,sensor,rapl,0.056692417711019516,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612616079,sensor,rapl,0.05655752099119127,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
1677612617079,sensor,rapl,0.02052272390574217,0,RAPL_ENERGY_PKG,0.0,1.0,cpu
