seconds,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
77522,4.16,,,7.1351,,,,,,,,,2.854066,0.94,1.0,4.0,2.9751000000000003
77523,3.9,,,7.1351,,,,,8354108122.0,2996834.0,0.03317681666666667,1.0,2.854066,0.94,1.0,3.2,3.2351000000000005
77524,4.05,,,7.1351,,,,,8357104956.0,2815758.0,0.049859,2.0,2.996834,0.94,0.0,3.0,3.0851000000000006
77525,3.86,,,7.1351,,,,,8359920714.0,4868060.0,0.06654095,3.0,2.815758,0.94,0.0,2.8,3.2751000000000006
77526,6.6,,,7.1351,,,,,8364788774.0,3342243.0,0.08322943333333334,4.0,4.86806,0.94,1.0,2.5,0.5351000000000008
77527,4.54,,,7.1351,123.12,0.10627,0.5453,0.0,8368131017.0,2809843.0,0.09989721666666668,5.0,3.342243,0.94,1.0,2.6,2.5951000000000004
77528,3.82,,,7.1351,123.12,0.10627,0.5453,0.0,8370940860.0,2480040.0,0.11657921666666667,6.0,2.809843,0.94,0.0,2.5,3.3151000000000006
77529,3.4,,,12.214773902852404,123.05,0.20566,0.4819,0.0,8373420900.0,2916252.0,0.13326888333333334,7.0,2.48004,0.94,0.0,2.4,8.814773902852403
77530,3.99,,,13.018120653119883,123.0,0.23224,0.5832,0.0,8376337152.0,2357968.0,0.14993696666666667,8.0,2.916252,0.87,0.0,2.3,9.028120653119883
77531,3.2,,,12.385357519429556,123.02,0.21101,0.4958,0.0,8378695120.0,2724116.0,0.16661996666666665,9.0,2.357968,0.87,0.0,2.3,9.185357519429555
77532,3.72,,,11.771371020466685,123.01,0.21713,0.4894,0.0,8381419236.0,2864302.0,0.18331046666666667,10.0,2.724116,0.87,0.0,2.3,8.051371020466684
77533,3.88,,,13.977130599904308,122.97,0.15109,0.8015,0.0,8384283538.0,2422711.0,0.1999752,11.0,2.864302,0.87,0.0,2.2,10.097130599904308
77534,3.29,,,12.100025524365762,123.05,0.16625,0.4157,0.0,8386706249.0,2391295.0,0.21665926666666666,12.0,2.422711,0.87,0.0,2.1,8.810025524365763
77535,3.31,,,11.90932148790997,123.06,0.16321,0.4105,0.0,8389097544.0,2451532.0,0.23334353333333333,14.0,2.391295,0.87,0.0,2.1,8.59932148790997
77536,3.27,,,12.506923609305431,123.05,0.18083,0.4982,0.0,8391549076.0,2449856.0,0.25002226666666666,15.0,2.451532,0.8,0.0,2.1,9.236923609305432
77537,3.39,,,11.696232283779597,123.05,0.21806,0.4835,0.0,8393998932.0,2455164.0,0.2667003,16.0,2.449856,0.8,0.0,2.1,8.306232283779597
77538,3.36,,,11.666906258265564,123.03,0.22597,0.4999,0.0,8396454096.0,2856720.0,0.2833831333333333,17.0,2.455164,0.8,0.0,2.0,8.306906258265565
77539,3.81,,,12.531586945136366,122.99,0.21652,0.6116,0.0,8399310816.0,2571636.0,0.30006493333333334,18.0,2.85672,0.8,0.0,2.0,8.721586945136366
77540,3.51,,,11.13042978952821,123.07,0.17245,0.4168,0.0,8401882452.0,2879472.0,0.31674631666666664,19.0,2.571636,0.73,0.0,2.0,7.62042978952821
77541,3.91,,,12.41836080041063,123.04,0.18565,0.4998,0.0,8404761924.0,2553514.0,0.3334282666666667,20.0,2.879472,0.73,0.0,2.0,8.50836080041063
77542,3.46,,,11.09361212621649,123.06,0.18697,0.5151,0.0,8407315438.0,3858630.0,0.3501190333333334,21.0,2.553514,0.73,0.0,2.0,7.63361212621649
77543,5.27,,,12.219769431905057,123.01,0.21083,0.5548,0.0,8411174068.0,2404947.0,0.3667857666666666,22.0,3.85863,0.73,0.0,2.0,6.949769431905057
77544,3.27,,,11.69903544055594,123.01,0.19659,0.5288,0.0,8413579015.0,2370626.0,0.38347285000000003,23.0,2.404947,0.73,1.0,1.9,8.429035440555941
77545,3.24,,,10.354450029249918,123.04,0.16865,0.446,0.0,8415949641.0,2371207.0,0.40015751666666666,24.0,2.370626,0.73,1.0,1.9,7.114450029249918
77546,3.16,,,10.283075852022556,123.03,0.16224,0.4297,0.0,8418320848.0,2327498.0,0.4168336833333333,25.0,2.371207,0.67,0.0,1.9,7.123075852022556
77547,3.25,,,10.726488712071143,123.04,0.16261,0.4155,0.0,8420648346.0,2359680.0,0.43351106666666667,26.0,2.327498,0.67,0.0,1.9,7.476488712071143
77548,3.24,,,11.051684539768372,123.03,0.16343,0.4049,0.0,8423008026.0,2552964.0,0.4501810666666667,27.0,2.35968,0.67,0.0,1.9,7.811684539768372
77549,3.43,,,12.54802455799849,123.05,0.19027,0.5149,0.0,8425560990.0,2360941.0,0.4668677,28.0,2.552964,0.67,0.0,1.9,9.11802455799849
