minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1148,2.0111943505079934,6.436119323358184,1.30970864277278,
1150,3.8058951395410308,12.501408570056087,1.6538126127607546,
1151,3.4605654754161534,9.395656209346512,1.4740366547103763,
1152,2.6914816091712837,9.52654829204044,1.2343673903662553,
1153,4.465265193083466,10.09621423296247,1.757735410168166,
1154,3.2713955690411676,8.499328841997999,1.3358323091349924,
1155,3.455233945711115,11.951189425156425,1.6819012471707981,
1156,3.425098483402006,14.974361632530226,1.9905393305557468,
1157,2.5399731268584573,7.693520145425781,1.4376135831348038,
1158,2.412961341845412,8.18286924869302,1.2837518515721027,
1159,3.2293607424736104,11.271424741762429,1.489073332597575,
1160,2.7833729088076,11.640924674762411,1.6973883305518631,
1161,,,,
