minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1148,,7.927254466004592,13.035516808401438,32.74209838846235
1150,,8.938178233563198,22.026507272967926,56.78792184136616
1151,,8.34567951768204,20.981020036333106,44.711048421559774
1152,,6.992074881545974,16.325976049674587,45.3556630481564
1153,,9.850493122787958,26.796485318255108,47.55512677803559
1154,,7.84755821434019,20.57982945728681,41.96638411980201
1155,,9.033589937297059,19.873000593382578,53.95172391329505
1156,,10.348899654257979,19.068765761086123,65.43438819085615
1157,,8.545227695160634,16.167270373396402,38.436238834036686
1158,,7.6239895024695,15.345381096383097,40.84521012340737
1159,,8.307925098909688,19.29386145251026,52.85543095510259
1160,,9.301849000255132,16.333737682400763,53.61790838131958
1161,,,,
