minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1148,,1.4988328847161017,4.242270369705471,16.544306463846144
1150,,1.8926260759158156,8.027884613241318,32.13537913477403
1151,,1.6868901519039001,7.299470772218305,24.15191638728989
1152,,1.412612222352964,5.677219945606225,24.488379808954598
1153,,2.0115555088743946,9.418712923845735,25.95272927718537
1154,,1.5287288546549889,6.900449221440847,21.847870437811007
1155,,1.9247707587602467,7.288224822523201,30.721018446578192
1156,,2.2779767266721245,7.224659220919847,38.49220555155519
1157,,1.6452075244423758,5.357638725068089,19.77650641276258
1158,,1.4691278870069018,5.08972909613136,21.034398183488367
1159,,1.7040981526440515,6.811783946899769,28.973655683343768
1160,,1.9424942043433324,5.871048919709303,29.92347028788915
1161,,,,
