minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1148,,,,
1150,,7.849812640038888,18.27230373133448,25.67886336519245
1151,,7.328950984238932,17.391300341930098,26.078892438196952
1152,,7.213895640900585,15.29361130025498,26.649902045122673
1153,,7.1889433749822835,23.800430755706845,27.355545053094474
1154,,6.526791697861914,15.799054591922397,24.109567749655273
1155,,7.731946169112881,15.802049709341127,30.014989042214033
1156,,8.394920749845921,17.851660900925665,30.410423809668163
1157,,7.768308967210795,19.127330602830654,20.276666687525474
1158,,9.237258180515314,18.0672912780865,27.682176508420536
1159,,6.1880394755893855,17.918072705775185,26.576037395826628
1160,,6.590199746491943,19.37882201060951,26.97470241944689
1161,,8.22453873646215,21.059124274024633,29.88249042466471
1162,,,,
