timestamp,sensor,target,power,socket,INSTRUCTIONS_RETIRED,LLC_MISSES,cpu-cycles,formula,predict,ratio,scope,time_enabled,time_running
1677612660172,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,6.5396020689660524e-06,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056282768915209364,9.941936176421761e-06,cpu,0,0
1677612661172,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,0.05777182580388925,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.1084513325312519,0.09945986976231444,cpu,0,0
1677612662173,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,0.004624075352973648,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.06052184345050598,0.006734938574898395,cpu,0,0
1677612663180,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,0.005378396951759707,0,412684,412684,412684,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.061067970999232196,0.010434404277361,cpu,126262,126262
1677612664181,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,0.17970607709100928,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.22438269139761616,0.20612715741907267,cpu,126262,126262
1677612665181,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,0.2018512233592508,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.24847755588184123,0.17148199984888995,cpu,126262,126262
1677612666182,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,0.20464365449974695,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.24862652905532726,0.21845443773577763,cpu,126262,126262
1677612667183,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,0.19405891988210588,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.2374564431124874,0.22885572994773828,cpu,126262,126262
1677612668184,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,1.328459939778193e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05628887195323845,2.1349113331775603e-05,cpu,126262,126262
1677612669186,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,3.655826115065332e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05631169380496,2.937746819798694e-05,cpu,126262,126262
1677612670186,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,1.2155781312782834e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.0562884312903125,9.121067390252107e-06,cpu,126262,126262
1677612671188,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,1.0001677250944983e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056286280693746686,9.0587415878235e-06,cpu,126262,126262
1677612672188,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,9.013300433719859e-06,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056285125074353064,1.2030527646048515e-05,cpu,126262,126262
1677612673189,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,1.0309518961805393e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056286045551465234,1.8707195306686055e-05,cpu,126262,126262
1677612674190,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,1.293142748042878e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05628888519143437,1.4838256529167284e-05,cpu,126262,126262
1677612675191,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,0.00019764171845350527,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05646607295140188,0.00014850848122009233,cpu,126262,126262
1677612676192,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,0.0016558040414334587,0,11758929,11758929,11758929,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.057848819274404786,0.0014885991574512976,cpu,3048685,3048685
1677612677193,sensor,/model_training-0-0.0.1-56514D15-6DE2-68F8-05A4-02D393FC59B5,0.004808869878832007,0,6539997,6539997,6539997,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.060716268702938156,0.006563807158609615,cpu,5511486,5511486
