,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
0,248.58296600000003,351.46386500000006,159.81539500000005,149.40928499999995,0.0
1,150.47693500000005,142.91176399999998,66.03623699999999,117.39792100000003,0.0
2,127.65163599999997,141.997564,77.60733199999999,107.5585,0.0
3,125.93177799999997,158.08506900000003,77.94525600000001,161.384503,0.0
4,126.16879499999999,133.39991399999997,52.996041999999996,131.96513399999998,0.0
5,149.19651500000003,166.90269299999997,60.654872000000005,209.06218300000003,0.0
6,134.820731,152.352916,73.891869,173.98795300000003,0.0
7,127.18380400000001,142.641875,90.017073,226.88036500000004,0.0
8,131.94436499999998,183.16245000000006,80.96037999999999,283.527336,0.0
9,140.27312900000007,159.37974199999996,62.195509,242.347888,0.0
10,137.262573,225.64601900000005,83.024187,257.6185910000001,0.0
11,137.14401299999997,164.82500999999996,72.45396799999999,259.2314359999999,0.0
