minutes,dd-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1
1070,9.193615378881457,19.568918330149184,11.95213772903341
1071,9.057091574467773,16.301562239220186,14.627161072070404
1072,11.245391354023154,24.105811876789204,13.787743822066679
1073,8.249581078081972,20.39714921817991,20.26957342652173
1074,8.434538420999113,14.076134714573431,23.28626689703588
1075,11.113773846741447,26.391087608643932,20.34999086483378
1076,7.866271869358744,22.596299949715537,23.607586061989426
1077,7.149295843824461,25.37908525473046,25.70177372285825
1078,7.051577336797474,20.906547800738856,21.94821624401507
1079,7.248760312719356,20.817807621537508,24.68920707865835
1080,7.98645057075855,18.812607854661223,21.4974411521082
1081,9.83532561379243,19.859845021465947,17.46151295687931
