seconds,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
67602,3.71,,,17.008,,,,,,,,,2.335168,1.05,0.0,10.0,13.297999999999998
67603,3.18,,,17.008,,,,,10653550044.0,2601999.0,0.033231166666666666,1.0,2.335168,1.05,0.0,6.0,13.828
67604,3.52,,,17.008,,,,,10653550044.0,2601999.0,0.033231166666666666,1.0,2.335168,1.05,0.0,4.3,13.488
67605,3.32,,,17.008,,,,,10656152043.0,2490063.0,0.04990748333333333,2.0,2.601999,1.05,0.0,3.7,13.687999999999999
67606,6.58,,,17.008,,,,,10658642106.0,4772606.0,0.06657741666666667,3.0,2.490063,1.05,0.0,3.4,10.427999999999999
67607,5.07,,,17.008,,,,,10663414712.0,3737828.0,0.08325263333333334,4.0,4.772606,1.05,0.0,3.0,11.937999999999999
67608,4.11,,,17.008,122.25,0.23683,0.5875,0.0,10667152540.0,3014336.0,0.09992586666666667,5.0,3.737828,0.97,0.0,3.0,12.898
67609,3.39,,,12.944377418081327,122.31,0.16996,0.4676,0.0,10670166876.0,2496822.0,0.1165992,6.0,3.014336,0.97,0.0,2.7,9.554377418081327
67610,3.9,,,11.973587299624636,122.28,0.19901,0.5244,0.0,10672663698.0,2870130.0,0.13327263333333333,7.0,2.496822,0.97,0.0,2.6,8.073587299624636
67611,3.31,,,12.002966861594945,122.31,0.18498,0.5047,0.0,10675533828.0,2438608.0,0.14994298333333334,8.0,2.87013,0.97,0.0,2.6,8.692966861594945
67612,3.23,,,11.449753252522902,122.32,0.16231,0.4068,0.0,10677972436.0,2357673.0,0.16661823333333334,9.0,2.438608,0.89,0.0,2.4,8.219753252522901
67613,3.64,,,11.725929523236125,122.3,0.16582,0.4138,0.0,10680330109.0,2689049.0,0.18329041666666665,10.0,2.357673,0.89,0.0,2.4,8.085929523236125
67614,3.29,,,12.127681146599706,122.27,0.19532,0.5191,0.0,10683019158.0,2412778.0,0.19996338333333333,11.0,2.689049,0.89,0.0,2.3,8.837681146599706
67615,3.11,,,11.08984210409992,122.32,0.16472,0.4149,0.0,10685431936.0,2255538.0,0.21663528333333334,12.0,2.412778,0.89,0.0,2.3,7.979842104099921
67616,3.2,,,11.420758343924923,122.34,0.16356,0.4092,0.0,10687687474.0,2364110.0,0.23331095,13.0,2.255538,0.89,0.0,2.2,8.220758343924924
67617,3.97,,,11.309960884571334,122.32,0.16355,0.4126,0.0,10690051584.0,2919888.0,0.24998153333333334,14.0,2.36411,0.89,0.0,2.2,7.339960884571333
67618,3.32,,,11.790141514107257,122.3,0.18658,0.4999,0.0,10692971472.0,2446784.0,0.26665665,15.0,2.919888,0.82,0.0,2.2,8.470141514107256
67619,3.21,,,12.265360650182478,122.28,0.23722,0.5756,0.0,10695418256.0,2356851.0,0.28332985,16.0,2.446784,0.82,0.0,2.2,9.055360650182479
67620,4.97,,,13.055550831111454,122.28,0.24281,0.5913,0.0,10697775107.0,3645133.0,0.3000061666666667,18.0,2.356851,0.82,1.0,2.1,8.085550831111455
67621,3.25,,,14.333542065812132,122.2,0.22962,0.5841,0.0,10701420240.0,2388534.0,0.3166763,19.0,3.645133,0.82,1.0,2.1,11.083542065812132
67622,3.51,,,13.791478468854553,122.21,0.25149,0.5833,0.0,10703808774.0,2588178.0,0.3333537,20.0,2.388534,0.75,0.0,2.1,10.281478468854553
67623,3.68,,,12.138330819532143,122.26,0.20704,0.4929,0.0,10706396952.0,2699232.0,0.35002358333333333,21.0,2.588178,0.75,0.0,2.0,8.458330819532144
67624,3.24,,,12.44021092980649,122.27,0.16878,0.5403,0.0,10709096184.0,2377716.0,0.36669735,22.0,2.699232,0.75,0.0,2.0,9.20021092980649
67625,3.45,,,12.91382384426041,122.27,0.2509,0.5898,0.0,10711473900.0,2543868.0,0.3833754666666667,23.0,2.377716,0.75,0.0,2.0,9.46382384426041
67626,3.41,,,13.1520386650086,122.28,0.23881,0.5908,0.0,10714017768.0,2504820.0,0.4000508,24.0,2.543868,0.75,0.0,2.0,9.7420386650086
67627,3.43,,,13.398136183468981,122.26,0.24532,0.5831,0.0,10716522588.0,2481660.0,0.41672365,25.0,2.50482,0.75,0.0,2.0,9.968136183468982
67628,3.89,,,13.433308857650918,122.26,0.24629,0.5787,0.0,10719004248.0,2883849.0,0.43339306666666666,26.0,2.48166,0.69,0.0,2.0,9.543308857650917
