minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1085,,4.347292458666897,12.21062913647919,11.151654436495607
1087,,5.499462186011775,22.49006748484476,18.144955390368896
1088,,4.853117001474895,21.710856763620797,15.59022246967163
1089,,5.041276880345496,19.66812628028411,21.612532575727545
1090,,4.491564211005553,22.759374623210633,22.379959303025974
1091,,3.265513413799652,12.709966041216502,16.525998209962182
1092,,4.263571360955561,20.814571120390305,18.60399916706745
1093,,6.6358231194641295,31.90577189826146,21.553545758293694
1094,,5.582421017216792,21.131390864216556,23.816405473351168
1095,,5.009702436163648,16.99731894856849,20.999987756052764
1096,,5.792222031812055,18.30745272593051,17.49439319392218
1097,,3.676566978175607,20.61822023990801,15.224926286707804
1098,,4.8236812787512005,15.480072994146125,13.30472262207986
1099,,6.317111951358592,30.196464818599047,25.322364813077346
