minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1085,2.3524450460169963,3.8845466051240787,4.885905243116967,
1087,4.1790825788238495,6.096290955492423,5.961494543578439,
1088,3.5787749937389615,4.646536271336382,4.666840196740043,
1089,3.8472063864133896,7.643772362810838,5.752647778070022,
1090,4.514621238221792,8.026752563909005,5.197605877277266,
1091,2.9652567355932717,6.971162387509205,4.4444100320433675,
1092,3.9408090216299145,6.368597770418827,4.709081366828674,
1093,6.2841414244455,7.675647242988129,7.624585375642231,
1094,4.006071371908504,8.163688063932712,6.173876285518904,
1095,3.05593922638034,6.826575817001213,5.254373686440932,
1096,4.593152367131887,7.935995289764554,8.47759896871507,
1097,3.134796989671111,4.185362053099747,3.2609599511906167,
1098,2.5954073800335866,4.033276007411055,4.717977568107099,
1099,5.82109281257953,8.82616963830377,7.104143603019814,
