minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1085,8.736365608388855,8.11590821922854,7.050346544335791,
1087,16.09101790815634,13.205465917979726,8.918910928468637,
1088,15.533514304492572,11.346192208675628,7.8706820408163285,
1089,14.071997445503284,15.729085918915246,8.175835734613313,
1090,16.283699677082097,16.287600793923712,7.284323406996195,
1091,9.093627278757156,12.027227481533794,5.295940273483368,
1092,14.892246849614377,13.539547034060673,6.914569446855187,
1093,22.827692595161643,15.686156719560682,10.761836946549511,
1094,15.118922566572586,17.33301206869104,9.053451798324856,
1095,12.161109066318506,15.283290403554329,8.124628971888388,
1096,13.098473353367387,12.732002262220993,9.393702626239811,
1097,14.751763254522814,11.080338356168648,5.962578210702715,
1098,11.075561775713897,9.68285991087672,7.822943811111703,
1099,21.604730910056848,18.429013370803528,10.244957945640712,
