minute,perf_rapl,igpm,x_rest
1087,35.37444444444444,60.22444338856931,24.84999894412487
1088,34.559666666666665,61.23808518636129,26.678418519694617
1089,41.165166666666664,66.80766552681402,25.642498860147363
1090,36.00266666666666,60.601995329236395,24.59932866256973
1091,38.75233333333333,65.29246498496322,26.540131651629874
1092,39.522000000000006,66.33456205530332,26.812562055303317
1093,39.35016666666666,62.386368813625296,23.036202146958633
1094,37.824666666666666,60.24518878212478,22.42052211545812
1095,41.502833333333335,68.49403896372658,26.99120563039325
1096,35.368500000000004,61.202023707039054,25.83352370703905
1097,36.263333333333335,60.20318328832038,23.93984995498705
1098,39.322,66.74446016328015,27.42246016328015
1099,38.704745762711866,62.33678393647348,23.632038173761615
1100,33.01230769230769,53.04488698607008,20.032579293762392
