minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1085,,3.012682977154918,3.287961528679504,5.337556834387611
1087,,3.6758987815291806,5.841013275788238,8.376601637622674
1088,,2.877605953907455,5.001976356105248,6.384567866578407
1089,,3.547122420962744,5.377157104194445,10.502916701219737
1090,,3.2048797447500377,6.309988398226511,11.029150209941246
1091,,2.7404539754216954,4.144475164593498,9.578717731431901
1092,,2.903652151639268,5.50798348166755,8.75076450624253
1093,,4.70137209505268,8.783208466162291,10.546714343989981
1094,,3.806854833021158,5.599199256229647,11.21730627764235
1095,,3.23988316864138,4.2712201193959665,9.380048719054086
1096,,5.22734617831035,6.419749657516007,10.904445280866355
1097,,2.010730467598779,4.3814379084902395,5.750891957748967
1098,,2.9091376108979405,3.6275447246896677,5.541918300048511
1099,,4.3804640972586775,8.136015442758183,12.12758832967791
