minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1085,,,,
1087,,4.462649236523983,15.23748267124218,16.214956908918797
1088,,2.2000612280325584,9.081139064564706,16.682862712345187
1089,,2.483930878063348,11.968012302194131,21.640439221867574
1090,,2.8095497782562724,9.61658321335421,9.968508708582739
1091,,2.408674488653331,9.605794741891314,16.071617473913808
1092,,2.4330942385173318,10.868692981761367,13.21341236803967
1093,,2.457876841003995,13.35586589264649,10.172849107019651
1094,,2.9267881307283394,9.220758985735099,17.23013268146371
1095,,3.102515026995245,11.367206508047452,10.616409314189811
1096,,2.9215985264864375,5.355530380965419,5.887142130309089
1097,,2.1009693512756606,3.8722858227741903,2.3951187522568396
1098,,2.3825738193090187,7.350542313971905,9.256424264988322
1099,,4.775754250974598,12.830655526157352,29.74219715363657
1100,,,,
