minutes,dd-0-0.0.1,pyaes-0-0.0.1,image_processing-0-0.0.1
65,15.916731993039626,18.333498753258606,14.485400032675347
66,21.654599404872858,24.673461534764062,25.64444705368261
67,16.13116877263531,22.358151061647998,23.272925572962347
68,11.126307147421127,22.70461896920859,21.575448781911188
69,15.012598668239795,37.282920413906844,28.36274452736321
70,15.095845405888372,34.185327097521714,37.01363751383771
71,10.401552504918342,33.54413154381537,25.769265394595692
