minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1385,5.735065567380236,15.493071103769918,6.471110217136056,7.835291331441597
1386,6.917677234345555,20.018482189114525,5.5100207285328135,9.165453979351721
1387,6.722248199602146,16.7405757568486,7.445958773307983,5.04538196356079
1388,6.346363187879895,14.113869844038884,9.087500405329758,8.743801726523406
1389,4.67027713961345,17.03692489264021,23.203514158431606,3.3109509098140824
1390,7.969483771794527,13.730231503044054,6.880026114869575,8.247252377789035
1391,4.012860420565519,16.20016661956698,5.644469592564947,6.082345128415246
1392,7.799770826671621,18.568013224785677,5.392280284095419,6.820403217437265
1393,6.059024730300195,21.665930783072614,5.690994909330381,3.996554866864507
1394,6.245328044115796,21.472613109220344,27.353749589373233,5.777637069350236
1395,6.074255851378771,20.58735210367658,6.58522152786241,6.747850815898965
1396,6.243825261697679,18.604323779500177,7.640097125202991,8.352626557336716
1397,5.485701586465982,20.866079161692817,5.475276965934439,4.778005545437148
1398,4.47284631949437,17.729277400779264,3.7226059354811194,4.0920644670476705
1399,5.88949186856668,16.167956140446538,32.33824296059935,6.9779532293016935
1400,6.225832462040426,16.52851064650209,7.267592329241128,5.73203002080145
1401,6.519199479378257,18.999963555570027,7.2863140462877745,6.4959826545759265
1402,5.01424217637946,17.049084248145398,3.6690438198944766,6.612372657434694
1403,5.82618707018214,19.261086062621846,7.835342862950779,6.674809065400876
1404,4.172886344982728,21.621203962877225,22.810875041709174,5.678916093909402
1405,3.4732263746410172,16.019325035279724,4.193220044964649,6.001368313458412
1406,4.2436851082194025,26.729944533889892,4.652195450879256,3.628220203075706
1407,5.928306445075851,18.928011749012633,6.3069060912921415,3.9065747154744486
1408,6.097875896398992,30.95458224552625,5.760004325787238,6.903060688795586
1409,4.075136752080748,21.84248529999639,22.736450793701554,4.653710301123453
1410,5.5314651607602014,21.12594659572889,4.577631159521534,5.944302200328285
