minutes,dd-0-0.0.1,pyaes-0-0.0.1,image_processing-0-0.0.1,cnn_image_classification-0-0.0.1
1175,7.193455159516689,18.704386534515262,11.154472804135372,4.996727557197298
1176,7.739171631893439,16.063497882423096,16.44720320005883,8.208861015580062
1177,11.564961229950908,18.013733938011956,12.03609635848777,5.476624887770477
1178,5.891987805280338,15.901792850468485,11.463909095916266,8.51344232529147
1179,6.032366960207482,8.32937435808256,11.099836895142904,10.120279985569132
1180,8.240442383418184,18.189790009943636,10.224167391418563,11.295688858308274
1181,6.863730808561308,16.697197319806794,13.64699922047949,9.816936327334885
1182,6.711574034075105,19.530574138106765,12.795079653445775,10.947847577824007
1183,4.947011150407879,14.217011584821742,11.868404564975572,11.643485292108151
1184,6.971658677102296,15.74547298098137,10.680489766791675,15.552964318489032
1185,6.891464973884892,17.048169131002854,13.132673224242131,14.912765871700914
1186,10.648197980836349,14.94913466193816,12.461050141650192,19.897915362923282
