timestamp,load_avg_1minute,cpu_pct,hw_cpu_hz_mean,hw_cpu_hz_max,hw_cpu_hz_min,hw_cpu_hz_std,hw_cpu0_hz,hw_cpu1_hz,hw_cpu2_hz,hw_cpu3_hz,hw_cpu4_hz,hw_cpu5_hz,hw_cpu6_hz,hw_cpu7_hz,hw_cpu8_hz,hw_cpu9_hz,hw_cpu10_hz,hw_cpu11_hz,kern_cpu_hz_mean,kern_cpu_hz_max,kern_cpu_hz_min,kern_cpu_hz_std,kern_cpu0_hz,kern_cpu1_hz,kern_cpu2_hz,kern_cpu3_hz,kern_cpu4_hz,kern_cpu5_hz,kern_cpu6_hz,kern_cpu7_hz,kern_cpu8_hz,kern_cpu9_hz,kern_cpu10_hz,kern_cpu11_hz
2023-04-07 19:28:55.840837683,2.04,3,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1969946.4166666667,822186,3832221,981799.9280138036,822186,2401047,2958165,3832221,1056603,1444813,3648748,1196776,1084197,2027735,1640545,1526321
2023-04-07 19:28:57.824838473,1.88,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2076546.75,900279,3931970,1089739.5101887977,1874315,3561225,1627151,1235008,1341164,1055490,1624009,1079544,3931970,3713540,2974866,900279
2023-04-07 19:28:59.836817561,1.88,8,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1866440.4166666667,911402,3912863,1033827.161297079,992233,911402,2907222,2539534,1394935,3912863,1394751,1018403,1078956,944284,1768608,3534094
2023-04-07 19:29:01.844828914,1.88,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1848458.0,860555,3668005,1056919.708087926,1388711,883159,3583704,1542642,2694201,3668005,1378110,3162956,925381,860707,1233365,860555
2023-04-07 19:29:03.836838367,1.73,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2256982.1666666665,1164231,3800278,1002051.070561595,1256595,1182578,3497103,1924507,1839407,3769274,1297856,1753651,3800278,2326241,1164231,3272065
2023-04-07 19:29:05.832837466,1.73,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2127488.5,1056860,3883051,819713.7567185166,2535006,1717534,2375824,3883051,2341423,2473417,1928849,3251176,1281304,1451721,1233697,1056860
2023-04-07 19:29:07.844819685,1.67,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2468608.3333333335,978459,4030620,1028493.887681427,1874445,3496369,1708183,3707402,1301697,2856318,978459,1557496,2392976,3823330,1896005,4030620
2023-04-07 19:29:09.84482083,1.67,6,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2531263.1666666665,931302,4009822,1125159.442683705,3613902,2693357,1827396,931302,1387072,3327620,1021207,1663340,3910879,3843838,2145423,4009822
2023-04-07 19:29:11.832846664,1.67,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2562837.75,1121790,4010554,1057396.025446405,1550995,3946673,1618265,1766432,2042302,4010554,1121790,1474789,3164407,3944659,2524843,3588344
2023-04-07 19:29:13.852837948,1.54,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2620009.4166666665,927638,4036040,1200920.96170477,1456284,3818297,3655811,3666224,944028,927638,1337080,1828742,2454610,3327627,3987732,4036040
2023-04-07 19:29:15.848845744,1.54,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2027464.1666666667,835335,3785972,951617.0525259301,905713,835335,1689348,3274540,1625315,3167612,1034966,1376708,2629597,3785972,1692799,2311665
2023-04-07 19:29:17.868834741,1.49,6,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2338969.3333333335,932955,3940770,1070133.7708045612,1647258,3358296,3940770,3678534,1989377,1915537,1066887,1305687,3439939,3313150,1479242,932955
2023-04-07 19:29:19.864939259,1.49,8,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2116449.4166666665,1111941,2932785,616116.040290769,2369795,2849592,1673481,2827666,2932785,2435475,1111941,1448915,2248318,2514514,1300032,1684879
2023-04-07 19:29:21.864835362,1.49,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1890041.75,867560,3345121,809113.4909630133,1095317,2758500,1487760,3027846,867560,1641211,1108542,1445791,2174566,3345121,1193807,2534480
2023-04-07 19:29:23.852821072,1.45,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2476762.4166666665,995091,3952025,1115642.7907097966,2048576,3682466,1441598,3724439,995091,1131109,1673310,1520278,3952025,3519643,2223265,3809349
2023-04-07 19:29:25.852808222,1.45,7,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1977393.5,991620,3956900,961482.7716304039,1567122,2528354,1698411,3956900,991620,3201704,1008058,1633185,1722636,3207919,1114298,1098515
2023-04-07 19:29:27.856815603,1.5,8,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1957098.4166666667,930096,3834995,919308.0755803481,1901959,2640232,1540154,1902336,975955,930096,1455648,1162771,1831301,3674452,1635282,3834995
