minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
820,,,,,
822,25.018668036939204,,4.066525496935905,8.797135408196539,19.3573291160991
823,13.20456521449042,,3.4860415406733325,7.555960904626021,14.401819933278475
824,17.26696458570382,,4.488155041381674,9.737966521284482,21.149128463659597
825,25.065200257788188,,3.764243676376107,11.262605479387135,12.976442294498305
826,21.35788611720023,,4.077536123648434,8.5789781357657,13.015810567696548
827,19.455516148174233,,4.270228262882732,11.228556840608436,17.033126796449146
828,19.83331320047871,,4.945517160256402,12.374751838393239,12.434123085391041
829,30.740608451844697,,3.993381020888883,9.551725535579665,12.714024096007345
830,15.962626010493816,,4.5057947800176334,10.391329666454393,14.471783377808022
831,20.42858902796478,,4.768203664340958,10.782730425333714,10.260240345260009
832,18.554325763841607,,2.873897770202702,7.848424756478285,6.665389928994935
833,10.558460136960266,,3.179678561538479,7.662227745431519,7.1306987737020435
834,24.119937131194423,,2.955047460689976,8.392471950603497,17.02515036012215
835,338.8945426685,,35.33335650932414,,
