minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
820,3.1183523103684654,4.508546150844897,2.2906456615603523,1.7633952639223704,
822,6.785634581979036,8.88199245641501,3.8098859328607255,4.0592367787958334,
823,5.218418751907566,5.787540092765892,2.8028291819349302,2.534115571411955,
824,6.386464292243867,9.89713216006089,3.445288265486947,4.10710022341045,
825,5.897500179343968,9.508491344593306,2.8693906970796523,3.4879316489542345,
826,2.93057380889846,5.656975223153551,1.799610832407414,2.45322200351549,
827,5.308612586344436,6.898589385360618,2.6136744611822356,3.7937724559902004,
828,6.494526533155197,6.82512590564722,3.2603245792147324,2.5073900707446293,
829,4.6964177404420715,8.251691664598384,2.9946903967559595,4.439539036677391,
830,3.1547740509779363,5.941072728447527,2.084973499897106,2.423563390088114,
831,5.538771249541041,7.9124104726935025,4.17306093515449,4.39511549899917,
832,3.987843883746096,5.19886024727887,1.7766813067101581,3.4666987905749087,
833,2.9372401286268124,3.7828906424201807,2.140621870420811,2.774494002554066,
834,5.762188068478909,8.475481135941823,2.965925623826762,3.3090314391939146,
835,,,6.445580266969859,4.879186463361498,
