minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
820,0.9383304986154106,1000.0,32.87108019301564,265.33542503092605,304.26083660628376
822,128.034395030926,1000.0,120.99605705342833,694.9815952062642,696.4078842773185
823,42.35816798959865,1000.0,62.580772421395494,511.37198204914694,418.94240881963594
824,130.72320384686014,1000.0,99.84722259475954,648.2161777852657,787.4308464779458
825,95.94037668195443,1000.0,66.44173641289233,590.9308250631909,752.5831913927625
826,37.8138369189101,1000.0,4.388137913108247,243.3359420289208,407.23525053514453
827,113.12149402217169,1000.0,51.608672942291236,521.9387812942489,518.5651478373994
828,40.85681842349125,1000.0,89.11822805671726,660.8763780396976,511.97801159096645
829,149.3985085406193,1000.0,73.70986466303405,450.21613998594347,639.8916777468296
830,36.14771485239343,1000.0,20.940870844437157,269.60247081715255,432.7089822715667
831,146.9029422330555,1000.0,142.0623684710583,548.9033781949581,609.4698757079302
832,94.74758545563353,1000.0,3.058088967156239,367.2020654565523,366.15816332949186
833,55.861827202164946,1000.0,24.168807502885294,244.1169451064922,239.19460613889467
834,85.89035907354527,1000.0,72.0413366515887,575.0781238240301,659.9578622511231
835,174.09643586885818,1000.0,273.8820136675717,1000.0,1000.0
