,mc_c_0_0,mc_c_0_2,mc_c_0_4,mc_c_0_6,mc_c_0_8,mc_c_1_0
0,707.6500000000015,-5248.940000000002,-5963.419999999998,-6332.619999999995,-8611.150000000001,-10938.460000000006
