minute,perf_rapl,igpm,x_rest
822,37.65875,61.2502684213361,23.591518421336097
823,30.759166666666665,60.44168128293846,29.682514616271796
824,35.219500000000004,58.78521180180597,23.565711801805968
825,38.844500000000004,66.39278674237113,27.548286742371126
826,46.45066666666666,80.36134539496742,33.91067872830075
827,38.07533333333333,62.9181810030199,24.842847669686574
828,37.196333333333335,64.80405607992456,27.60772274659124
829,35.397666666666666,60.97961301918078,25.581946352514116
830,48.599333333333334,78.69056926670126,30.09123593336793
831,34.623666666666665,64.95135728600764,30.327690619340967
832,50.301833333333335,82.2961303671072,31.994297033773854
833,41.62779661016949,74.48941324321787,32.861616633048385
834,43.56633333333333,65.24988632974704,21.683552996413702
835,28.855833333333333,58.31770639463971,29.461873061306367
