minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
820,5.737333475669017,,1.9359173572134205,4.9554380469169015,6.618879642349249
822,13.207019170988007,,3.219888798254446,10.78319203003741,13.039422706640794
823,8.244927496706705,,2.3687843797350943,8.292696993205297,8.4965374685384
824,13.362746334753577,,2.9117525533026094,10.148862280196292,14.529722970583533
825,11.348236790586911,,2.4250382101085424,9.371839311821425,13.959169471601973
826,7.981734448299421,,1.5209239495879199,4.657035352813503,8.304858570603383
827,12.343311880291997,,2.208922069623561,8.436025877911394,10.127640111909068
828,8.157974155745812,,2.7554322560530364,10.320586218593693,10.019790283147746
829,14.444359953089837,,2.530934057522916,7.463174407144594,12.114094465578017
830,7.885238013756257,,1.7620954892828478,5.013316586987887,8.721934748004855
831,14.299824774254219,,3.5268226913680576,8.801775762117781,11.616004549450535
832,11.27915415684269,,1.5015452794012132,6.337165060206183,7.632311859042272
833,9.027016032406177,,1.809126179452579,4.667628939145923,5.553563615547379
834,10.766172075283652,,2.506623783732249,9.156812042401016,12.442633982861121
835,15.874784515417295,,5.447420753692375,,
