,mc_c_0_0,mc_c_0_2,mc_c_0_4,mc_c_0_6,mc_c_0_8,mc_c_1_0
0,3002.2750107554675,-4556.565986741545,-5550.740918047748,-6163.131541560004,-9761.742575796809,-13480.459166466018
