minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
820,,,,,
822,7.689600214643287,,4.8116563201793126,5.535851173004066,13.185526311527
823,4.058482544222566,,4.124807240044915,4.754806320029344,9.810009145641123
824,5.307079273302113,,5.310543260353533,6.127896285340736,14.406036501777718
825,7.7039021021338545,,4.453985814124993,7.087319321702814,8.839092432530776
826,6.564442416705177,,4.824684481849611,5.398569417472556,8.865908704495853
827,5.979740445339043,,5.052684613729811,7.065893233757567,11.602362092163235
828,6.095858069594771,,5.851710242228447,7.787169493421188,8.469683814325117
829,9.44826435206538,,4.725109197648531,6.010698773726349,8.660342459325621
830,4.906184942193293,,5.331415220939538,6.5390438880270025,9.857665763615458
831,6.27881877413949,,5.6419066632474495,6.7853441039061355,6.988911963195456
832,5.702755525016065,,3.400497151675186,4.938847633731204,4.540227309161998
833,3.2451902401677617,,3.7623077632965427,4.821677794438665,4.857179197414451
834,7.4133712261328695,,3.496516326129618,5.281205021451016,11.596928826528753
835,104.16076284307063,,41.807672985043624,,
